date,level,campaign_id,campaign_name,spend,impressions,clicks,ctr_pct,cpc_krw,frequency,purchases,purchase_value_krw,cpa_krw,roas,roas_source,raw_json_path,appended_at
2026-04-28,account,account,,120654.49999999999,16690.0,257.0,1.539844,469.4723,1.338842,7.0,501526.0,17236.35735,4.156712,,data/meta_ads/raw/2026-04-28.json,2026-04-29T16:59:23+09:00
2026-04-27,account,account,,121901.49999999999,20323.0,301.0,1.481081,404.98789999999997,1.247345,6.0,411191.0,20316.917149999997,3.373141,,data/meta_ads/raw/2026-04-27.json,2026-04-28T04:24:55+09:00
2026-04-26,account,account,,132602.5,25152.0,421.0,1.673823,314.97044999999997,1.215131,5.0,375695.00000000006,26520.5,2.833242,,data/meta_ads/raw/2026-04-26.json,2026-04-28T04:24:46+09:00
2026-04-25,account,account,,101833.5,17111.0,251.0,1.466893,405.71145,1.168864,8.0,343055.5,12729.1875,3.368788,,data/meta_ads/raw/2026-04-25.json,2026-04-28T04:24:38+09:00
2026-04-24,account,account,,111200.5,16849.0,264.0,1.566859,421.2134,1.277698,5.0,262740.0,22240.1,2.362759,,data/meta_ads/raw/2026-04-24.json,2026-04-28T04:24:28+09:00
2026-04-23,account,account,,116420.50000000001,16087.0,248.0,1.541617,469.4375,1.253858,10.0,485648.5,11642.05,4.171503,,data/meta_ads/raw/2026-04-23.json,2026-04-28T04:24:19+09:00
2026-04-22,account,account,,122887.5,17071.0,232.0,1.35903,529.6879,1.327553,11.0,744241.5,11171.590250000001,6.056283,,data/meta_ads/raw/2026-04-22.json,2026-04-28T04:24:11+09:00
2026-04-21,account,account,,139925.0,19804.0,270.0,1.363361,518.24015,1.324594,9.0,641335.0,15547.2219,4.58342,,data/meta_ads/raw/2026-04-21.json,2026-04-28T04:24:02+09:00
2026-04-20,account,account,,133603.0,18731.0,306.0,1.633655,436.61095,1.292774,9.0,559221.5,14844.778100000001,4.185696,,data/meta_ads/raw/2026-04-20.json,2026-04-28T04:23:54+09:00
2026-04-19,account,account,,136358.0,19281.0,315.0,1.633733,432.88300000000004,1.295505,3.0,178756.0,45452.66715,1.310932,,data/meta_ads/raw/2026-04-19.json,2026-04-28T04:23:44+09:00
2026-04-18,account,account,,116319.0,17480.0,284.0,1.624714,409.57425,1.223833,1.0,135560.5,116319.0,1.16542,,data/meta_ads/raw/2026-04-18.json,2026-04-28T04:23:36+09:00
2026-04-17,account,account,,128672.99999999999,17858.0,235.0,1.315937,547.5446499999999,1.226258,3.0,301788.5,42891.0,2.345391,,data/meta_ads/raw/2026-04-17.json,2026-04-28T04:23:27+09:00
2026-04-16,account,account,,133327.5,17743.0,264.0,1.487911,505.02775,1.282379,6.0,462013.5,22221.25,3.465253,,data/meta_ads/raw/2026-04-16.json,2026-04-28T04:23:18+09:00
2026-04-15,account,account,,136140.5,19265.0,295.0,1.531274,461.49295000000006,1.270359,9.0,394907.50000000006,15126.721899999999,2.900735,,data/meta_ads/raw/2026-04-15.json,2026-04-28T04:23:09+09:00
2026-04-14,account,account,,141955.0,22077.0,382.0,1.730308,371.61035,1.264868,10.0,728262.5,14195.499999999998,5.130235,,data/meta_ads/raw/2026-04-14.json,2026-04-28T04:23:01+09:00
2026-04-13,account,account,,145362.5,22223.0,359.0,1.615443,404.9096,1.230646,8.0,677005.0,18170.3125,4.657357,,data/meta_ads/raw/2026-04-13.json,2026-04-28T04:22:52+09:00
2026-04-12,account,account,,176987.0,27913.0,488.0,1.748289,362.67834999999997,1.235252,10.0,335994.0,17698.7,1.898411,,data/meta_ads/raw/2026-04-12.json,2026-04-28T04:22:43+09:00
2026-04-11,account,account,,145667.0,22950.0,392.0,1.708061,371.60020000000003,1.189181,8.0,333007.0,18208.375,2.286084,,data/meta_ads/raw/2026-04-11.json,2026-04-28T04:22:35+09:00
2026-04-10,account,account,,227939.99999999997,30115.0,543.0,1.803088,419.77935,1.182743,14.0,837360.5,16281.427950000001,3.673601,,data/meta_ads/raw/2026-04-10.json,2026-04-28T04:22:26+09:00
2026-04-09,account,account,,250154.00000000003,37561.0,703.0,1.871622,355.83725000000004,1.200339,9.0,383699.0,27794.88905,1.533851,,data/meta_ads/raw/2026-04-09.json,2026-04-28T04:22:18+09:00
2026-04-08,account,account,,298004.0,46841.0,805.0,1.71858,370.19079999999997,1.12342,19.0,1208691.0,15684.4209,4.055956,,data/meta_ads/raw/2026-04-08.json,2026-04-28T04:22:10+09:00
2026-04-07,account,account,,309546.0,53133.0,884.0,1.663749,350.16485,1.183758,16.0,948140.5,19346.625,3.063004,,data/meta_ads/raw/2026-04-07.json,2026-04-28T04:22:00+09:00
2026-04-06,account,account,,346202.0,58626.0,980.0,1.671613,353.26785,1.183049,20.0,1243723.0,17310.100000000002,3.592478,,data/meta_ads/raw/2026-04-06.json,2026-04-28T04:21:52+09:00
2026-04-05,account,account,,303775.0,52120.0,848.0,1.627015,358.2254,1.192595,17.0,1232587.0,17869.11705,4.057566,,data/meta_ads/raw/2026-04-05.json,2026-04-28T04:21:43+09:00
2026-04-04,account,account,,168359.5,32279.0,581.0,1.799932,289.77524999999997,1.123569,11.0,710862.5,15305.40975,4.222289,,data/meta_ads/raw/2026-04-04.json,2026-04-28T04:21:33+09:00
2026-04-03,account,account,,191907.5,33718.0,481.0,1.426538,398.9762,1.164296,15.0,668392.0,12793.83285,3.482886,,data/meta_ads/raw/2026-04-03.json,2026-04-28T04:21:24+09:00
2026-04-02,account,account,,170099.5,30180.0,471.0,1.560636,361.14570000000003,1.183808,14.0,981055.5,12149.9647,5.767539,,data/meta_ads/raw/2026-04-02.json,2026-04-28T04:21:14+09:00
2026-04-01,account,account,,103297.99999999999,18835.0,304.0,1.614016,339.7959,1.123137,12.0,721520.0,8608.16715,6.98484,,data/meta_ads/raw/2026-04-01.json,2026-04-28T04:21:04+09:00
2026-03-31,account,account,,101065.0,18575.0,341.0,1.835801,296.37855,1.193689,7.0,286186.5,14437.85735,2.831707,,data/meta_ads/raw/2026-03-31.json,2026-04-28T04:20:55+09:00
2026-03-30,account,account,,107851.0,19621.0,347.0,1.768513,310.81039999999996,1.154788,6.0,279951.5,17975.16715,2.595725,,data/meta_ads/raw/2026-03-30.json,2026-04-28T04:20:46+09:00
2026-03-29,account,account,,122510.49999999999,23373.0,430.0,1.83973,284.9076,1.179442,8.0,457011.0,15313.812499999998,3.730382,,data/meta_ads/raw/2026-03-29.json,2026-04-28T04:20:36+09:00
2026-03-28,account,account,,95091.0,16879.0,305.0,1.806979,311.77320000000003,1.114346,6.0,362007.0,15848.5,3.806953,,data/meta_ads/raw/2026-03-28.json,2026-04-28T04:20:27+09:00
2026-03-27,account,account,,98817.50000000001,16046.0,256.0,1.595413,386.00595,1.176824,5.0,208553.50000000003,19763.5,2.110492,,data/meta_ads/raw/2026-03-27.json,2026-04-28T04:20:17+09:00
2026-03-26,account,account,,94191.99999999999,13069.0,249.0,1.905272,378.28180000000003,1.199431,6.0,487577.0,15698.667150000001,5.176416,,data/meta_ads/raw/2026-03-26.json,2026-04-28T04:20:08+09:00
2026-03-25,account,account,,55984.5,7790.0,135.0,1.732991,414.7,1.140056,3.0,119480.00000000001,18661.5,2.134162,,data/meta_ads/raw/2026-03-25.json,2026-04-28T04:19:59+09:00
2026-03-24,account,account,,78662.5,11332.0,186.0,1.64137,422.91715,1.248018,2.0,255954.00000000003,39331.25,3.253825,,data/meta_ads/raw/2026-03-24.json,2026-04-28T04:19:50+09:00
2026-03-23,account,account,,94191.99999999999,13632.0,248.0,1.819249,379.80575,1.296064,7.0,407304.99999999994,13455.999999999998,4.3242,,data/meta_ads/raw/2026-03-23.json,2026-04-28T04:19:41+09:00
2026-03-18,account,account,,0.0,0.0,0.0,,,0.0,,,,,,data/meta_ads/raw/2026-03-18.json,2026-04-28T04:19:32+09:00
2026-03-17,account,account,,0.0,0.0,0.0,,,0.0,,,,,,data/meta_ads/raw/2026-03-17.json,2026-04-28T04:19:23+09:00
2026-03-16,account,account,,0.0,0.0,0.0,,,0.0,1.0,49184.0,0.0,,,data/meta_ads/raw/2026-03-16.json,2026-04-28T04:19:15+09:00
2026-03-15,account,account,,0.0,0.0,0.0,,,0.0,1.0,174957.0,0.0,,,data/meta_ads/raw/2026-03-15.json,2026-04-28T04:19:06+09:00
2026-03-14,account,account,,0.0,0.0,0.0,,,0.0,1.0,173985.5,0.0,,,data/meta_ads/raw/2026-03-14.json,2026-04-28T04:18:56+09:00
2026-03-13,account,account,,96772.99999999999,14099.0,180.0,1.276686,537.6281,1.149437,2.0,82186.0,48386.49999999999,0.849266,,data/meta_ads/raw/2026-03-13.json,2026-04-28T04:18:48+09:00
2026-03-12,account,account,,146508.0,26596.0,346.0,1.300948,423.43334999999996,1.143963,6.0,333036.0,24418.0,2.273159,,data/meta_ads/raw/2026-03-12.json,2026-04-28T04:18:39+09:00
2026-03-11,account,account,,170534.5,28199.0,409.0,1.450406,416.95475,1.114277,10.0,614495.5,17053.449999999997,3.60335,,data/meta_ads/raw/2026-03-11.json,2026-04-28T04:18:30+09:00
2026-03-10,account,account,,174870.0,28523.0,379.0,1.328752,461.39869999999996,1.163065,8.0,454401.0,21858.75,2.598507,,data/meta_ads/raw/2026-03-10.json,2026-04-28T04:18:22+09:00
2026-03-09,account,account,,123685.0,20336.0,277.0,1.362116,446.5159,1.139463,8.0,420021.5,15460.625,3.395897,,data/meta_ads/raw/2026-03-09.json,2026-04-28T04:18:13+09:00
2026-03-08,account,account,,93960.0,14666.0,237.0,1.615983,396.4561,1.119627,5.0,437450.5,18792.0,4.65571,,data/meta_ads/raw/2026-03-08.json,2026-04-28T04:18:04+09:00
2026-03-07,account,account,,116507.49999999999,17992.0,282.0,1.567363,413.14705,1.09447,6.0,373346.0,19417.91715,3.20448,,data/meta_ads/raw/2026-03-07.json,2026-04-28T04:17:55+09:00
2026-03-06,account,account,,73964.5,10621.0,179.0,1.68534,413.2094,1.16663,4.0,312997.0,18491.125,4.231719,,data/meta_ads/raw/2026-03-06.json,2026-04-28T04:17:46+09:00
2026-03-05,account,account,,188311.5,28161.0,403.0,1.431057,467.2741,1.127297,9.0,539588.5,20923.5,2.865404,,data/meta_ads/raw/2026-03-05.json,2026-04-28T04:17:37+09:00
2026-03-04,account,account,,190501.0,29405.0,365.0,1.241286,521.92025,1.162299,10.0,791801.5000000001,19050.1,4.156417,,data/meta_ads/raw/2026-03-04.json,2026-04-28T04:17:29+09:00
2026-03-03,account,account,,193183.49999999997,33321.0,481.0,1.443534,401.62825,1.199762,9.0,569676.0,21464.83285,2.948885,,data/meta_ads/raw/2026-03-03.json,2026-04-28T04:17:20+09:00
2026-03-02,account,account,,212671.49999999997,31929.0,473.0,1.481412,449.62325,1.169603,20.0,1310379.5,10633.575,6.161519,,data/meta_ads/raw/2026-03-02.json,2026-04-28T04:17:12+09:00
2026-03-01,account,account,,176914.5,27278.0,489.0,1.792653,361.78805,1.184609,14.0,930131.5,12636.75,5.25752,,data/meta_ads/raw/2026-03-01.json,2026-04-28T04:17:03+09:00
2026-02-28,account,account,,93090.0,13305.0,247.0,1.856445,376.88255000000004,1.111715,4.0,301092.5,23272.5,3.234424,,data/meta_ads/raw/2026-02-28.json,2026-04-28T04:16:55+09:00
2026-02-27,account,account,,39382.0,4758.0,104.0,2.185792,378.6733,1.226605,3.0,177755.5,13127.33285,4.513623,,data/meta_ads/raw/2026-02-27.json,2026-04-28T04:16:45+09:00
2026-02-26,account,account,,38483.0,4676.0,80.0,1.710864,481.03749999999997,1.225046,5.0,524914.5,7696.599999999999,13.640166,,data/meta_ads/raw/2026-02-26.json,2026-04-28T04:16:37+09:00
2026-02-25,account,account,,44428.0,4702.0,109.0,2.318162,407.59645,1.29034,3.0,290754.0,14809.33285,6.544386,,data/meta_ads/raw/2026-02-25.json,2026-04-28T04:16:28+09:00
2026-02-24,account,account,,65308.0,7726.0,162.0,2.096816,403.13625,1.251782,3.0,229752.49999999997,21769.33285,3.517984,,data/meta_ads/raw/2026-02-24.json,2026-04-28T04:16:19+09:00
2026-02-23,account,account,,30653.0,3883.0,102.0,2.626835,300.51975,1.134054,1.0,32030.5,30653.0,1.044939,,data/meta_ads/raw/2026-02-23.json,2026-04-28T04:16:10+09:00
2026-02-22,account,account,,33060.0,5254.0,130.0,2.474305,254.30825000000002,1.119063,2.0,99209.0,16530.0,3.000877,,data/meta_ads/raw/2026-02-22.json,2026-04-28T04:16:02+09:00
2026-02-21,account,account,,8018.5,1146.0,19.0,1.657941,422.02685,1.080113,,,,,,data/meta_ads/raw/2026-02-21.json,2026-04-28T04:15:53+09:00
2026-01-09,account,account,,0.0,0.0,0.0,,,0.0,,,,,,data/meta_ads/raw/2026-01-09.json,2026-04-28T04:15:45+09:00
2026-01-08,account,account,,0.0,0.0,0.0,,,0.0,,,,,,data/meta_ads/raw/2026-01-08.json,2026-04-28T04:15:36+09:00
2026-01-07,account,account,,0.0,0.0,0.0,,,0.0,,,,,,data/meta_ads/raw/2026-01-07.json,2026-04-28T04:15:28+09:00
2026-01-06,account,account,,0.0,0.0,0.0,,,0.0,1.0,50677.50000000001,0.0,,,data/meta_ads/raw/2026-01-06.json,2026-04-28T04:15:19+09:00
2026-01-05,account,account,,0.0,0.0,0.0,,,0.0,2.0,158122.5,0.0,,,data/meta_ads/raw/2026-01-05.json,2026-04-28T04:15:09+09:00
2026-01-04,account,account,,63887.0,11199.0,195.0,1.741227,327.62605,1.124736,6.0,547679.5,10647.83285,8.572628,,data/meta_ads/raw/2026-01-04.json,2026-04-28T04:15:00+09:00
2026-01-03,account,account,,116609.0,21245.0,337.0,1.586256,346.02075,1.10335,2.0,124149.0,58304.5,1.064661,,data/meta_ads/raw/2026-01-03.json,2026-04-28T04:14:52+09:00
2026-01-02,account,account,,127759.5,24787.0,359.0,1.44834,355.8764,1.187686,3.0,285954.5,42586.5,2.238225,,data/meta_ads/raw/2026-01-02.json,2026-04-28T04:14:43+09:00
2026-01-01,account,account,,140505.0,25656.0,424.0,1.652635,331.38009999999997,1.138546,8.0,685487.5,17563.125,4.878741,,data/meta_ads/raw/2026-01-01.json,2026-04-28T04:14:33+09:00
2025-12-31,account,account,,140592.0,19909.0,322.0,1.617359,436.6211,1.171393,6.0,388484.0,23432.0,2.763201,,data/meta_ads/raw/2025-12-31.json,2026-04-28T04:14:25+09:00
2025-12-30,account,account,,158920.0,20899.0,356.0,1.703431,446.40425,1.183476,5.0,557641.0,31784.000000000004,3.508942,,data/meta_ads/raw/2025-12-30.json,2026-04-28T04:14:16+09:00
2025-12-29,account,account,,166576.0,22092.0,410.0,1.855875,406.28275,1.156165,5.0,322567.0,33315.2,1.936455,,data/meta_ads/raw/2025-12-29.json,2026-04-28T04:14:08+09:00
2025-12-28,account,account,,170824.5,22215.0,425.0,1.913122,401.94,1.131802,9.0,850367.0,18980.5,4.978015,,data/meta_ads/raw/2025-12-28.json,2026-04-28T04:13:59+09:00
2025-12-27,account,account,,133704.5,18279.0,352.0,1.925707,379.84200000000004,1.095601,4.0,270425.0,33426.125,2.022557,,data/meta_ads/raw/2025-12-27.json,2026-04-28T04:13:51+09:00
2025-12-26,account,account,,154613.5,22164.0,387.0,1.746075,399.5185,1.118942,6.0,543982.0,25768.91715,3.518334,,data/meta_ads/raw/2025-12-26.json,2026-04-28T04:13:43+09:00
2025-12-25,account,account,,163618.0,23950.0,415.0,1.732777,394.26079999999996,1.086365,7.0,538182.0,23374.0,3.289259,,data/meta_ads/raw/2025-12-25.json,2026-04-28T04:13:34+09:00
2025-12-24,account,account,,157412.0,22816.0,399.0,1.748773,394.51599999999996,1.143487,6.0,330455.0,26235.332850000003,2.0993,,data/meta_ads/raw/2025-12-24.json,2026-04-28T04:13:25+09:00
2025-12-23,account,account,,171912.0,24627.0,444.0,1.802899,387.18915000000004,1.12596,7.0,765542.0,24558.85735,4.453104,,data/meta_ads/raw/2025-12-23.json,2026-04-28T04:13:15+09:00
2025-12-22,account,account,,164314.0,21018.0,377.0,1.793701,435.84680000000003,1.174649,11.0,825427.0,14937.636100000002,5.023473,,data/meta_ads/raw/2025-12-22.json,2026-04-28T04:13:06+09:00
2025-12-21,account,account,,170911.5,23745.0,527.0,2.219415,324.3099,1.118675,17.0,1421551.0,10053.61705,8.317468,,data/meta_ads/raw/2025-12-21.json,2026-04-28T04:12:56+09:00
2025-12-20,account,account,,132182.0,19109.0,403.0,2.108954,327.99435,1.143361,9.0,888603.5000000001,14686.889049999998,6.722576,,data/meta_ads/raw/2025-12-20.json,2026-04-28T04:12:47+09:00
2025-12-19,account,account,,153091.0,19215.0,357.0,1.857924,428.8259,1.120866,5.0,285200.5,30618.2,1.862948,,data/meta_ads/raw/2025-12-19.json,2026-04-28T04:12:38+09:00
2025-12-18,account,account,,158021.0,19555.0,400.0,2.045513,395.0525,1.115898,11.0,669624.5,14365.54585,4.237567,,data/meta_ads/raw/2025-12-18.json,2026-04-28T04:12:30+09:00
2025-12-17,account,account,,158151.5,22597.0,485.0,2.146303,326.08615000000003,1.094763,10.0,932393.5,15815.15,5.895572,,data/meta_ads/raw/2025-12-17.json,2026-04-28T04:12:22+09:00
2025-12-16,account,account,,163487.5,24838.0,516.0,2.077462,316.83660000000003,1.182537,9.0,1002820.0,18165.2781,6.133925,,data/meta_ads/raw/2025-12-16.json,2026-04-28T04:12:13+09:00
2025-12-15,account,account,,167083.5,24962.0,492.0,1.970996,339.60015,1.096315,10.0,663650.5,16708.35,3.971969,,data/meta_ads/raw/2025-12-15.json,2026-04-28T04:12:04+09:00
2025-12-14,account,account,,186629.5,30832.0,660.0,2.140633,282.77175,1.112225,7.0,337270.0,26661.35735,1.807163,,data/meta_ads/raw/2025-12-14.json,2026-04-28T04:11:55+09:00
2025-12-13,account,account,,159848.0,25603.0,541.0,2.113034,295.46795000000003,1.132025,16.0,971819.0,9990.5,6.079644,,data/meta_ads/raw/2025-12-13.json,2026-04-28T04:11:47+09:00
2025-12-12,account,account,,172927.0,26828.0,503.0,1.874907,343.79065,1.107314,9.0,591948.0,19214.11095,3.423109,,data/meta_ads/raw/2025-12-12.json,2026-04-28T04:11:38+09:00
2025-12-11,account,account,,186832.5,28447.0,551.0,1.936935,339.0796,1.068031,6.0,265741.5,31138.750000000004,1.422352,,data/meta_ads/raw/2025-12-11.json,2026-04-28T04:11:29+09:00
2025-12-10,account,account,,190066.00000000003,30035.0,540.0,1.797902,351.97445,1.124401,12.0,945400.0,15838.832849999999,4.974062,,data/meta_ads/raw/2025-12-10.json,2026-04-28T04:11:20+09:00
2025-12-09,account,account,,192835.5,38290.0,699.0,1.825542,275.8741,1.076408,8.0,550231.5,24104.4375,2.853372,,data/meta_ads/raw/2025-12-09.json,2026-04-28T04:11:10+09:00
2025-12-08,account,account,,205813.0,44158.0,899.0,2.035871,228.93615,1.123928,11.0,1068896.5,18710.2722,5.193532,,data/meta_ads/raw/2025-12-08.json,2026-04-28T04:11:01+09:00
2025-12-07,account,account,,211134.50000000003,41879.0,807.0,1.92698,261.6293,1.106417,19.0,1005096.4999999999,11112.3418,4.760456,,data/meta_ads/raw/2025-12-07.json,2026-04-28T04:10:51+09:00
2025-12-06,account,account,,69208.5,13624.0,262.0,1.923077,264.1552,1.064874,3.0,220283.99999999997,23069.5,3.182904,,data/meta_ads/raw/2025-12-06.json,2026-04-28T04:10:43+09:00
2025-12-05,account,account,,68338.5,15764.0,220.0,1.395585,310.62915,1.048347,1.0,49836.49999999999,68338.5,0.72926,,data/meta_ads/raw/2025-12-05.json,2026-04-28T04:10:34+09:00
2025-12-04,account,account,,70136.5,13138.0,193.0,1.469021,363.4019,1.073366,3.0,166474.5,23378.83285,2.373579,,data/meta_ads/raw/2025-12-04.json,2026-04-28T04:10:25+09:00
2025-12-03,account,account,,71166.0,14495.0,229.0,1.579855,310.76835,1.082767,2.0,143724.0,35583.0,2.01956,,data/meta_ads/raw/2025-12-03.json,2026-04-28T04:10:16+09:00
2025-12-02,account,account,,72558.0,12985.0,225.0,1.732769,322.47999999999996,1.080193,4.0,297975.0,18139.5,4.106715,,data/meta_ads/raw/2025-12-02.json,2026-04-28T04:10:06+09:00
2025-12-01,account,account,,79329.5,15759.0,227.0,1.440447,349.46885000000003,1.087277,4.0,389252.5,19832.375,4.906781,,data/meta_ads/raw/2025-12-01.json,2026-04-28T04:09:56+09:00
2025-11-30,account,account,,78198.5,17783.0,261.0,1.467694,299.61060000000003,1.080771,3.0,157745.5,26066.167149999997,2.017245,,data/meta_ads/raw/2025-11-30.json,2026-04-28T04:09:47+09:00
2025-11-29,account,account,,67903.5,16091.0,223.0,1.385868,304.5,1.059804,3.0,132109.5,22634.5,1.945548,,data/meta_ads/raw/2025-11-29.json,2026-04-28T04:09:38+09:00
2025-11-28,account,account,,70745.5,15354.0,221.0,1.439364,320.11505,1.062928,4.0,248617.0,17686.375,3.514245,,data/meta_ads/raw/2025-11-28.json,2026-04-28T04:09:30+09:00
2025-11-27,account,account,,69005.5,15015.0,223.0,1.485181,309.4416,1.032669,5.0,394385.5,13801.1,5.715276,,data/meta_ads/raw/2025-11-27.json,2026-04-28T04:09:22+09:00
